LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NM: CARLSBAD,03/24/2011 22:17:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/24/2011 22:32:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/24/2011 22:49:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/24/2011 23:49:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 16:58:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 17:58:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 18:58:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 19:59:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 20:59:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/26/2011 21:59:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/29/2011 21:05:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/29/2011 22:05:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/29/2011 23:05:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 00:05:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 01:06:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 02:06:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 03:06:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 04:06:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 05:06:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 06:07:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 07:07:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 08:07:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 09:07:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 10:07:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 11:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 12:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 13:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 14:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 15:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 16:08:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 17:09:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 18:09:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 19:09:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 20:09:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 21:09:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 22:10:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/30/2011 23:10:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 00:10:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 01:10:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 02:10:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 03:11:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 04:11:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 05:11:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 06:11:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 07:11:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 08:12:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 09:12:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 10:12:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 11:12:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 12:12:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 13:13:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 14:13:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 15:13:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 16:13:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 17:13:00,,,,,,,,,,APPROVED
NM: CARLSBAD,03/31/2011 18:14:00,,,,,,,,,,APPROVED
